,SAMPLE ID,IGSN,REFERENCES,LATITUDE,LONGITUDE,AGE,ROCK TYPE,ROCK NAME,143Nd/144Nd,143Nd/144Nd_i,147Sm/144Nd,eNd,eNd_i,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,SR87_SR86,SR87_SR86_INI,RB87_SR86,LA,CE,PR,Nd,Sm,EU,GD,TB,DY,HO,ER,TM,YB,LU,TH,NB,TA,U,RB,SR,ZR,HF,Y,BA,geometry,Estimated_Age,Uni_Age,Binned_Age,Binned_Estimated_Age,143Nd_CALC,Delta_DM,Age_rounded
10485,DSDP049-0409-010-008/065-068,,"KEMPTON, 2000",62.6163,-25.9528,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513129,0.513125417,0.2039,9.46,,18.531,,15.459,,38.048,,0.703009,,0.0117,0.1,2.86,7.95,1.36,7.5,2.53,0.9,3.53,0.66,4.3,0.94,2.67,0.44,0.42,1.434,3.7,1.745,0.2,0.32,83.3,62.09,1.74,27.43,14.11,POINT (-25.9528 62.6163),2.6870117,2.687011719,,< 5 Ma,,-0.415474042,0
10508,DSDP049-0409-015-005/091-094,,"KEMPTON, 2000",62.6163,-25.9528,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513082,0.513078833,0.1802,8.62,,18.603,,15.458,,38.149,,0.702935,,0.0895,0.27,6.54,16.27,2.52,13.22,3.94,1.3,5.23,0.94,5.94,1.32,3.52,0.61,,1.763,8.89,2.775,0.54,3.43,122.54,102.6,,37.37,40.06,POINT (-25.9528 62.6163),2.6870117,2.687011719,,< 5 Ma,,-1.323275097,0
10525,DSDP049-0409-021-001/085-088,,"KEMPTON, 2000",62.6163,-25.9528,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513082,0.513078814,0.1813,9.31,,18.549,,15.486,,38.151,,0.703359,,0.1,0.28,6.61,16.77,2.63,13.55,4.06,1.34,5.37,0.95,6.23,1.35,3.79,0.63,0.6,0.622,9.26,2.903,0.52,3.58,104.82,106.09,2.9,39.25,21.8,POINT (-25.9528 62.6163),2.6870117,2.687011719,,< 5 Ma,,-1.323651803,0
10558,DSDP049-0409-031-001/124-127,,"KEMPTON, 2000",62.6163,-25.9528,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513098,0.513094705,0.1875,8.94,,18.327,,15.532,,37.999,,0.703208,,0.2137,0.18,6.1,15.57,2.43,12.41,3.85,1.25,5.17,0.92,5.94,1.28,3.66,0.59,0.58,0.872,8.6,2.761,0.47,7.15,105.11,100.73,2.76,37.02,20.8,POINT (-25.9528 62.6163),2.6870117,2.687011719,,< 5 Ma,,-1.013973402,0
10570,DSDP049-0411-001-001/014-018,,"KEMPTON, 2000",36.77,-33.39,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513136,,,9.67,,18.71,,15.533,,38.235,,0.703113,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-33.39 36.77),0.51992035,0.519920349,,< 5 Ma,,,0
10667,DSDP049-0413-001-002/091-094,,"KEMPTON, 2000",36.5432,-33.175,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512935,,,5.75,,18.749,,15.5,,38.454,,0.703383,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-33.175 36.5432),2.018608,2.018608093,,< 5 Ma,,,0
11060,DUF0107-034-001-003,,"MEYZEN, 2005",-30.44,60.16,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513215,,,,,17.4023,,15.3962,,37.0778,,0.702659,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (60.16 -30.44),0.9738922,0.973892212,,< 5 Ma,,,0
11063,DUF0107-038-001-001,,"MEYZEN, 2005",-30.91,59.34,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513134,,,,,17.4224,,15.4013,,37.1104,,0.702829,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (59.34 -30.91),1.2261276,1.226127625,,< 5 Ma,,,0
11065,DUF0107-049,,"MEYZEN, 2005",-31.73,57.74,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513134,,,,,17.496,,15.4134,,37.2152,,0.702851,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (57.74 -31.73),0.21472931,0.214729309,,< 5 Ma,,,0
11067,DUF0107-052,,"MEYZEN, 2005; MEYZEN, 2007",-33.79,56.13,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513097,,,,,18.1278,,15.4867,,37.7668,,0.702746,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (56.13 -33.79),0.66441345,0.664413452,,< 5 Ma,,,0
11068,DUF0107-057-001-001,,"MEYZEN, 2005; MEYZEN, 2007",-34.14,55.63,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513072,,,,,18.1586,,15.4967,,37.9344,,0.702907,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (55.63 -34.14),0.75943756,0.759437561,,< 5 Ma,,,0
11069,DUF0107-060,,"BEZOS, 2005; MEYZEN, 2005; MEYZEN, 2007",-34.37,55.27,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513016,,,,,17.8398,,15.4596,,37.7016,,0.702963,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (55.27 -34.37),1.5666122,1.566612244,,< 5 Ma,,,0
11071,DUF0107-066,,"MEYZEN, 2005",-34.75,54.37,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513081,,,,,18.1221,,15.4854,,37.9595,,0.702882,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (54.37 -34.75),0.3632126,0.363212585,,< 5 Ma,,,0
11072,DUF0107-073-002,,"MEYZEN, 2005",-37.69,49.85,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51312,,,,,18.226,,15.4904,,37.9952,,0.702722,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (49.85 -37.69),1.1545105,1.154510498,,< 5 Ma,,,0
11074,DY0115-017-002A,,"YANG YANG, 2013",-37.77,49.65,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513091,0.513090684,,,,18.228,,15.5,,38.032,,0.703214,,,2.59,8.68,1.69,9.31,3.46,1.21,4.87,0.918,6.01,1.29,3.67,0.544,3.3,0.533,,,,,,,,,,,POINT (49.65 -37.77),0.21479797,0.214797974,,< 5 Ma,,-1.162267514,0
11075,DY0115-017-004A,,"YANG YANG, 2013",-31.09,59.11,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513112,0.513110215,,,,17.558,,15.49,,37.363,,0.702808,,,5.43,16.8,2.89,14.5,4.38,1.52,5.37,0.95,6.05,1.24,3.43,0.525,3.11,0.469,,,,,,,,,,,POINT (59.11 -31.09),1.4944382,1.494438171,,< 5 Ma,,-0.745463076,0
11076,DY0115-017-005A,,"YANG YANG, 2013",-27.84,63.94,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513057,0.513056704,,,,18.001,,15.615,,38.067,,0.702949,,,6.16,17.7,2.84,13.7,4.01,1.42,5,0.886,5.86,1.2,3.37,0.498,3.04,0.469,,,,,,,,,,,POINT (63.94 -27.84),0.2555771,0.255577087,,< 5 Ma,,-1.82330088,0
11108,DY0115-019-007,,"YANG YANG, 2013",-27.85,63.94,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513061,0.513060698,,,,17.793,,15.424,,37.612,,0.702942,,,6.11,16.7,2.76,13.2,3.94,1.4,5.02,0.925,5.97,1.32,3.61,0.524,3.46,0.528,,,,,,,,,,,POINT (63.94 -27.85),0.2555771,0.255577087,,< 5 Ma,,-1.745464924,0
11109,DY0115-019-008B,,"YANG YANG, 2013",-36.04,52.49,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513082,0.513079793,,,,18.197,,15.487,,37.988,,0.703167,,,2.67,8.73,1.72,9.76,3.6,1.27,5.18,0.957,6.47,1.37,3.94,0.586,3.65,0.571,,,,,,,,,,,POINT (52.49 -36.04),1.5132141,1.513214111,,< 5 Ma,,-1.337782362,0
11110,DY0115-019-009A,,"YANG YANG, 2013; YANG YANG, 2017",-36.04,52.49,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513117,0.513114827,,,,17.99,,15.528,,37.807,,0.702924,,,2.65,8.85,1.72,9.64,3.5,1.24,5.03,0.975,6.14,1.35,3.79,0.567,3.48,0.553,,,,,,,,,,,POINT (52.49 -36.04),1.5132141,1.513214111,,< 5 Ma,,-0.655044643,0
11113,DY0115-020-004-007,,"YANG YANG, 2014; YANG YANG, 2017",-37.66,50.47,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512997,0.512995762,,,,,,,,,,0.703343,,,1.46,4.7,0.872,4.61,1.69,0.691,2.28,0.461,3.12,0.67,1.88,0.275,1.76,0.278,0.041,0.581,0.063,,0.528,188,45.9,1.2,16.7,4.96,POINT (50.47 -37.66),0.8540726,0.854072571,,< 5 Ma,,-2.993982688,0
11114,DY0115-020-005-004,,"YANG YANG, 2014; YANG YANG, 2017",-38.13,48.6,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513124,0.513122012,,,,18.276,,15.533,,38.163,,0.703071,,,1.66,5.35,1,5.93,2.39,0.98,3.43,0.63,4.4,1.07,2.91,0.43,2.82,0.4,,,,,,,57.7,,,,POINT (48.6 -38.13),1.2470627,1.247062683,,< 5 Ma,,-0.522556043,0
11115,DY0115-020-005-012,,"YANG YANG, 2013",-37.66,50.47,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512976,0.512974781,,,,18.574,,15.595,,38.571,,0.703448,,,1.5,4.86,0.919,4.96,1.79,0.753,2.63,0.502,3.42,0.742,2.06,0.303,1.89,0.293,,,,,,,,,,,POINT (50.47 -37.66),0.8540726,0.854072571,,< 5 Ma,,-3.402844501,0
11116,DY0115-020-005-014-1,,"YANG YANG, 2013",-37.6579,50.4671,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512869,0.512867753,,,,18.664,,15.65,,38.722,,0.703358,,,1.63,5.06,1.11,5.39,1.99,0.838,2.88,0.574,3.61,0.826,2.27,0.336,2.14,0.32,,,,,,,,,,,POINT (50.4671 -37.6579),0.8540726,0.854072571,,< 5 Ma,,-5.488553863,0
11117,DY0115-020-005-014-2,,"YANG YANG, 2013",-37.6579,50.4671,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512962,0.512960725,,,,,,,,,,0.703354,,,1.52,4.73,0.904,4.98,1.88,0.79,2.75,0.527,3.42,0.76,2.05,0.294,2,0.298,,,,,,,,,,,POINT (50.4671 -37.6579),0.8540726,0.854072571,,< 5 Ma,,-3.676763456,0
11118,DY0115-020-005-018,,"YANG YANG, 2013",-37.61,50.97,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513103,0.513098495,,,,18.182,,15.58,,38.16,,0.703127,,,1.79,6.24,1.26,7.54,2.98,1.11,4.5,0.9,5.9,1.35,3.8,0.54,3.6,0.544,,,,,,,,,,,POINT (50.97 -37.61),2.882347,2.882347107,,< 5 Ma,,-0.934584094,0
11119,DY0115-020-005-020,,"YANG YANG, 2013",-37.61,50.99,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513095,0.513090414,,,,18.361,,15.594,,38.254,,0.703169,,,2.15,7.2,1.43,8.4,3.38,1.23,4.81,0.953,6.17,1.38,3.68,0.553,3.61,0.558,,,,,,,,,,,POINT (50.99 -37.61),2.882347,2.882347107,,< 5 Ma,,-1.092074193,0
11120,DY0115-020-005-021,,"YANG YANG, 2013",-37.47,51.72,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513093,0.513090028,,,,,,,,,,0.703197,,,1.84,6.22,1.24,7.08,2.82,1.06,4.12,0.84,5.33,1.22,3.28,0.493,3.24,0.491,,,,,,,,,,,POINT (51.72 -37.47),1.8868256,1.886825562,,< 5 Ma,,-1.127751781,0
11121,DY0115-021-004,,"YANG YANG, 2013",-38.13,48.6,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513092,0.513090013,,,,18.124,,15.478,,37.924,,0.703077,,,1.66,5.35,1,5.93,2.39,0.978,3.43,0.633,4.4,1.07,2.91,0.428,2.82,0.404,,,,,,,,,,,POINT (48.6 -38.13),1.2470627,1.247062683,,< 5 Ma,,-1.146156514,0
11181,EWI9305-021-BS,,"BRUNELLI, 2018; CIPRIANI, 2004",10.583,-42.707,13.64,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513103,,,,,18.7348,,15.529,,38.2596,,0.702807,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-42.707 10.583),,13.64,10 - 20 Ma,,,,10
11191,GIL0104-017-013,,"BRYAN, 1981; MACHADO, 1982; MELSON, 2003",23.62,-45.04,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513306,0.513291162,,,,,,,,,,0.70231,,,,,,25.61,8.68,,,,,,,,,,,,,,1.21,138.5,,,,,POINT (-45.04 23.62),11.07003,11.07003021,,10 - 20 Ma,,3.051776308,10
11206,GIL0104-020-021,,"BRYAN, 1981; MACHADO, 1982; MELSON, 2003",23.628,-45.047,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513365,0.513349917,,,,,,,,,,0.70235,,,,,,12.51,4.31,,,,,,,,,,,,,,0.92,138.1,,,,,POINT (-45.047 23.628),11.07003,11.07003021,,10 - 20 Ma,,4.196795312,10
11207,GIL0104-020-021,,"BRYAN, 1981; SALTERS, 1991",23.628,-45.047,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,138,129,,42,,POINT (-45.047 23.628),11.07003,11.07003021,,10 - 20 Ma,,,10
11212,GIL0104-035-001,,"BRYAN, 1981; MACHADO, 1982; MELSON, 2003",23.853,-46.223,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513216,0.513215504,,,,,,,,,,0.70248,,,,,,10.2,3.59,,,,,,,,,,,,,,1.07,127.9,,,,11.28,POINT (-46.223 23.853),0.35632324,0.356323242,,< 5 Ma,,1.274157663,0
11216,GIL7309-094,,"HOFMANN, 1986; ITO, 1987; JOCHUM, 1983; JOCHUM, 1997; MELSON, 2003",-1.12,-24.58,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513115,,,,,18.845,,15.575,,38.256,,0.70261,,,3.74,11,1.83,10.1,,,,,,,,,,,0.194,3.69,,0.0836,,,,,,,POINT (-24.58 -1.12),9.296371,9.29637146,,5 - 10 Ma,,,10
11225,ISL1176-060-002,,"LE ROEX, 1983",-54.043,6.485,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51295,0.512948531,,,,,,,,,,0.70363,,,20.2,42.9,,21.4,4.92,1.66,,0.76,,,,,1.94,0.3,,26,,,10,550,161,,22,149,POINT (6.485 -54.043),1.6163788,1.616378784,,< 5 Ma,,-3.89284423,0
11332,JCR0031-ROPOS-434-1A,,"COOGAN, 2004",-32.74,57.28,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513105,0.513090629,,,,,,,,,,,,,3.64108,10.1503,1.95944,10.2581,3.27469,1.25247,3.81,0.773479,4.90033,1.06256,3.29934,0.542643,3.00296,0.476714,0.237437,2.40395,,,,,97.4803,,31.1478,,POINT (57.28 -32.74),11.383919,11.38391876,,10 - 20 Ma,,-0.847345712,10
11389,LYN1971-007,,"HOFMANN, 1983; HOFMANN, 1986; ITO, 1980; ITO, 1987; JOCHUM, 1983; WHITE, 1993",52.67,-34.94,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513146,,,,,18.344,,15.475,,37.87,,0.70316,,,,6.76,,,,,,,,,,,,,0.1,2.27,,0.047,1.2,,,,,13.1,POINT (-34.94 52.67),5.040741,5.040740967,,5 - 10 Ma,,,10
11390,LYN1971-007-001,,"CAMPSIE, 1973; O'NIONS, 1974; O'NIONS, 1977",52.67,-34.94,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51313,0.51312222,0.236,,,,,,,,,0.70296,,0.045,,,,7.3,2.75,,,,,,,,,,,,,,1.2,78,,,,16,POINT (-34.94 52.67),5.040741,5.040740967,,5 - 10 Ma,,-0.411181965,10
11464,MELANTP-089-044,,"MAHONEY, 1989; MELSON, 2003",-17.636,65.818,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513054,0.513050419,,8.1,,,,,,,,0.70316,,,,,,11.26,4.02,,,,,,,,,,,,,,1.27,98,100,,34,30,POINT (65.818 -17.636),2.5368576,2.536857605,,< 5 Ma,,-1.881257691,0
11502,MELANTP-131-014,,"GALE, 2013; MAHONEY, 1989; MELSON, 2003; YI, 2000",-8.198,68.12,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51315,0.513141123,,10.1,,18.028,,15.466,,37.82,,0.70273,,,1.95,6.747,1.232,6.929,2.444,0.968,3.31266,0.628,4.131,0.9,2.65221,,2.468,0.372,0.071,1.025,0.076,0.027,0.44,109,67.423,1.798,25.301,5.76,POINT (68.12 -8.198),6.364464,6.364463806,,5 - 10 Ma,,-0.005351803,10
11680,MELPROT-5-011-017,,"JANNEY, 2005; MAHONEY, 1992",-53.16,25.488,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513058,0.513051379,,,,18.458,,15.485,,38.049,,0.70266,,,5.37,17,2.81,14.3,4.46,1.54,5.55,0.97,6.24,1.27,3.51,0.51,3.03,0.44,0.12,3.69,,0.041,0.57,126.4,157,2.35,34.5,5.66,POINT (25.488 -53.16),5.3682556,5.368255615,,5 - 10 Ma,,-1.782438375,10
11684,MELPROT-5-012-012,,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",-53.175,25.508,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51307,0.513066264,,,,18.568,,15.561,,38.265,,0.70259,,,5.95,18.5,3.03,15.4,4.76,1.63,5.98,1.03,6.61,1.35,3.73,0.56,3.46,0.49,0.18,5.23,,0.11,1.09,158.4,102,2.82,41.5,9.66,POINT (25.508 -53.175),3.0567627,3.056762695,,< 5 Ma,,-1.557763083,0
11686,MELPROT-5-014-081,,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",-53.113,25.327,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513096,0.513088737,,,,18.246,,15.481,,37.841,,0.70275,,,3.78,11.9,2.1,11.2,3.76,1.35,4.88,0.86,5.58,1.16,3.32,0.5,3.1,0.47,0.14,2.23,,0.074,3,137.3,117,2.84,31.8,8.05,POINT (25.327 -53.113),5.470627,5.470626831,,5 - 10 Ma,,-1.051513835,10
11688,MELPROT-5-014-089,,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",-53.113,25.327,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512986,0.512978801,,,,18.608,,15.6,,38.496,,0.70374,,,2.7,7.84,1.19,6.16,2.05,0.81,2.76,0.49,3.25,0.7,2.04,0.31,1.96,0.31,0.47,1.1,,0.15,6.83,160.7,39,1.18,18.5,66.9,POINT (25.327 -53.113),5.470627,5.470626831,,5 - 10 Ma,,-3.193931549,10
11689,MELPROT-5-014-090,,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",-53.113,25.327,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512995,0.512987582,,,,18.616,,15.605,,38.503,,0.70387,,,1.69,5.09,0.79,4.17,1.43,0.6,1.96,0.35,2.38,0.51,1.48,0.23,1.46,0.23,0.28,0.57,,0.089,4.43,154.1,29,0.82,13.5,54.4,POINT (25.327 -53.113),5.470627,5.470626831,,5 - 10 Ma,,-3.022813983,10
11690,MELPROT-5-015-054,,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",-47.7,32.147,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51304,0.513028424,,,,18.138,,15.473,,37.95,,0.70318,,,3.64,11.6,1.98,10.5,3.63,1.34,5.06,0.9,5.96,1.26,3.65,0.56,3.49,0.53,0.18,2.53,,0.061,6.21,132.8,75,2.67,34.3,19.2,POINT (32.147 -47.7),8.4678955,8.467895508,,5 - 10 Ma,,-2.142104956,10
11707,MELPROT-5-020-A,,"MAHONEY, 1992",-46.495,33.87,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512983,0.512974623,,,,18.261,,15.552,,38.37,,0.70359,,,,,,6.76,2.362,,,,,,,,,,,2.9,,,3.22,146.8,55,,22,16,POINT (33.87 -46.495),6.062622,6.06262207,,5 - 10 Ma,,-3.258594568,10
11708,MELPROT-5-027-002,,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",-43.612,39.308,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512697,0.512694379,,,,17.449,,15.505,,37.706,,0.7044,,,7.02,15.4,2.07,9.42,2.7,1.01,3.35,0.59,3.84,0.79,2.22,0.33,2.07,0.31,0.52,7.48,,0.11,4.48,183,73,1.5,21.4,89.4,POINT (39.308 -43.612),2.3129425,2.312942505,,< 5 Ma,,-8.825948029,0
11711,MELPROT-5-027-A,,"MAHONEY, 1992",-43.612,39.308,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512692,0.512689313,,,,17.441,,15.48,,37.663,,0.70438,,,,,,8.862,2.604,,,,,,,,,,,,,,14.3,227.5,,,,,POINT (39.308 -43.612),2.3129425,2.312942505,,< 5 Ma,,-8.92467168,0
11712,MELPROT-5-029-034,,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",-42.685,41.89,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513213,0.513200753,,,,17.859,,15.436,,37.418,,0.70273,,,4.16,13.2,2.26,12.2,4.11,1.42,5.56,0.98,6.42,1.35,3.9,0.58,3.65,0.56,0.24,3.47,,0.12,5.27,132.9,153,3.09,36.3,17.3,POINT (41.89 -42.685),9.193077,9.193077087,,5 - 10 Ma,,1.23675218,10
11717,MELPROT-5-030-075,,"MAHONEY, 1992",-42.687,41.985,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513188,0.513186141,,,,17.829,,15.448,,37.486,,0.70268,,,,,,15.6,5.357,,,,,,,,,,,,,,1.91,121.4,,,,,POINT (41.985 -42.687),1.368988,1.368988037,,< 5 Ma,,0.730599643,0
11720,MELPROT-5-042-001,,"MAHONEY, 1992",-38.432,46.713,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513099,0.513092709,,,,18.222,,15.49,,37.943,,0.70281,,,,,,16.75,5.034,,,,,,,,,,,,,,8.31,161.3,,,,,POINT (46.713 -38.432),5.293495,5.293495178,,5 - 10 Ma,,-0.979129759,10
11722,MELPROT-5-042-011,,"JANNEY, 2005",-38.432,46.713,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513025,0.513017458,,7.5,,18.179,,15.495,,37.972,,0.70321,,,3.07,8.41,1.38,7.41,2.67,1.02,3.94,0.71,4.78,1.02,2.95,0.45,2.82,0.43,0.31,3.27,,0.1,4.14,,,1.85,27.7,27.5,POINT (46.713 -38.432),5.293495,5.293495178,,5 - 10 Ma,,-2.445609116,10
11860,MELVULC-5-033-066,,"LE ROEX, 1985",-57.772,-7.677,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51287,0.512867127,,,,,,,,,,0.70351,,,20.8,46.5,,22.8,5.25,1.77,,0.81,,,,,2.07,0.3,,27,,,10.5,562,170,,24,173,POINT (-7.677 -57.772),3.1550598,3.155059814,,< 5 Ma,,-5.435681299,0
11883,ODP0118-0735B-076R-001/083-091,,"KEMPTON, 1991",-32.7233,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513137,,,,,,,,,,,0.702728,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (57.266 -32.7233),11.383919,11.38391876,,10 - 20 Ma,,,10
11885,MOA8801-020-001,,"HANAN, 2004; PYLE, 1994; PYLE, 1995",-49.522,127.593,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513067,0.513064521,,7.4,,18.622,,15.499,,38.175,,0.70259,,,4.82,12.5,,12.9,5.08,1.57,,1.15,,,,,4.76,0.76,0.07,,0.26,0,15,110,145,3.59,42,7,POINT (127.593 -49.522),1.592041,1.592041016,,< 5 Ma,,-1.633166336,0
11886,MSM1903-014-002,,"HOERNLE, 2016",-41.68,12.53,,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,0.51257,0.5125,0.13,< 133,,18.5021,18.23,15.6256,15.61,39.1357,38.76,0.704876,0.7046,0.244,48,99.7,12.6,53.6,11.6,3.65,11.2,1.72,9.71,1.85,4.75,0.66,4.09,0.575,4.22,38,2.32,0.983,28.2,333,359,7.81,50.2,382,POINT (12.53 -41.68),105.073906,105.0739059,,100 - 120 Ma,,-9.708241142,110
11887,MSM1903-018-001,,"HOERNLE, 2016",-41.96,11.73,81.68,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,0.512481,0.51241,0.126,< 3.06,,18.4004,18.2,15.6164,15.61,38.9945,38.69,0.705632,0.70521,0.362,39.3,85.2,10.8,46.4,9.67,3.7,8.87,1.32,7.29,1.36,3.47,0.482,2.98,0.418,3.35,33.6,1.87,0.732,51,408,332,7.07,35.7,837,POINT (11.73 -41.96),,81.68,80 - 100 Ma,,,-12.12432619,80
11888,MSM1903-018-010,,"HOERNLE, 2016",-41.96,11.73,,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,0.512765,0.51266,0.2,2.48,2.45,18.2953,17.92,15.5828,15.56,38.6593,38.47,0.704218,0.70358,0.564,4.17,9.02,1.58,8.26,2.75,1.05,3.53,0.644,4.2,0.885,2.46,0.375,2.4,0.347,0.28,3.77,0.254,0.187,22.3,114,62.8,1.7,23.8,18.7,POINT (11.73 -41.96),102.22159,102.2215881,,100 - 120 Ma,0.51263202,-6.670047554,100
11889,MSM1903-019-001,,"HOERNLE, 2016",-42.36,11.37,,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,0.512937,0.51285,0.171,5.83,6.09,18.0842,18,15.5303,15.53,38.0165,37.92,0.703332,0.7032,0.112,7.43,20.1,3.03,14.7,4.17,1.48,4.88,0.878,5.78,1.24,3.54,0.548,3.64,0.543,0.598,5.51,0.345,0.171,9.29,239,145,2.96,33.6,54.6,POINT (11.37 -42.36),89.83818,89.83818054,,80 - 100 Ma,0.512834523,-3.316934082,90
11890,MSM1903-029-001,,"HOERNLE, 2016",-42.49,8.86,,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,0.512844,0.51275,0.172,4.02,4.27,18.4527,18.15,15.5704,15.56,38.3998,38.04,0.704471,0.70441,0.049,9.32,20.8,3.19,15.5,4.43,1.52,5.17,0.881,5.62,1.15,3.13,0.451,2.9,0.422,0.577,8.55,0.504,0.158,3.71,217,62.6,1.93,29.9,86.4,POINT (8.86 -42.49),94.07311,94.07311249,,80 - 100 Ma,0.51273579,-5.146313523,90
11891,MSM1903-029-011,,"HOERNLE, 2016",-42.49,8.86,,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,0.512892,0.51279,0.195,4.95,4.96,18.1911,18.03,15.5536,15.55,38.1735,38.01,0.704312,0.70423,0.075,4.78,12.6,2.09,11.1,3.58,1.27,4.38,0.785,5.04,1.06,2.91,0.433,2.73,0.398,0.302,4.59,0.296,0.094,5.01,192,47.4,1.44,28.2,49.4,POINT (8.86 -42.49),94.07311,94.07311249,,80 - 100 Ma,0.512771154,-4.366607726,90
