Reference,Ophiolite,Location/Unit,Sample,Lat,Lon,Lithotype,Material,Kind,Age_FromRef,Orogen,Ocean,Segment,Stage,Sm,Nd,Sm/Nd,147Sm/144Nd,143Nd/144Nd,2s_Nd,143Nd/144Nd_i,eNd_i,Rb,Sr,87Rb/86Sr,87Sr/86Sr,2s_Sr,87Sr/86Sr_i,Pb,Th,U,232Th/208Pb,238U/206Pb,235U/207Pb,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,208Pb*/206Pb*,Lu,Hf,176Lu/177Hf,176Hf/177Hf,2s_Hf,176Hf/177Hf_i,eHf_i
Will et al. 2014,Marmora Terrane,Chameis Metagabbros,HFG13,-27.72805556,15.53777778,Metagabbro,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,2.96,8.82,,0.20273,0.51301,,0.51217,6.78,4.05,287,,0.70694,,0.70657,1.48,0.24,0.12,,,,18.1271,15.6316,37.9238,17.5274,15.5956,37.5513,,,,,,,,
Will et al. 2014,Marmora Terrane,Chameis Metagabbros,HFG14,-27.72027778,15.53361111,Metagabbro,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,3.26,9.11,,0.21617,0.51306,,0.51217,6.67,0.87,96,,0.70739,,0.70715,1.03,0.26,0.11,,,,18.3986,15.64,38.1882,17.6088,15.5926,37.6083,,,,,,,,
Will et al. 2014,Marmora Terrane,Bakers Bay Suite,HFG187,-27.72361111,15.56027778,Metagabbro,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,5.64,23.5,,0.14497,0.51267,,0.51207,4.7,28.6,248,,0.71034,,0.70734,6.58,1.4,0.39,,,,18.6532,15.6959,38.5791,18.2149,15.6696,38.0903,,,,,,,,
Will et al. 2014,Marmora Terrane,Bakers Bay Suite,HFG226,-27.6,15.545,Metagabbro,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,6.3,26.8,,0.14199,0.51264,,0.51205,4.39,2.43,423,,0.70412,,0.70397,0.77,1.54,0.44,,,,22.825,15.885,42.5894,18.5988,15.6316,37.995,,,,,,,,
Will et al. 2014,Marmora Terrane,Bakers Bay Suite,HFG228,-27.6,15.545,Metagabbro,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,7.61,33.1,,0.13887,0.5126,,0.51203,3.9,9.25,348,,0.7041,,0.70341,0.71,2.38,0.71,,,,27.3108,16.1401,46.896,19.915,15.6966,39.1955,,,,,,,,
Will et al. 2014,Marmora Terrane,Bakers Bay Suite,HFG22,-27.94305556,15.69388889,Metagabbro,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,8.45,32.5,,0.15705,0.51263,,0.51198,2.98,4,213,,0.70393,,0.70344,,,,,,,,,,,,,,,,,,,,
Will et al. 2014,Marmora Terrane,Bakers Bay Suite,HFG23,-27.94305556,15.69388889,Metagabbro,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,6.57,28.5,,0.13924,0.51262,,0.51205,4.3,8,520,,0.70409,,0.70369,,,,,,,,,,,,,,,,,,,,
Will et al. 2014,Marmora Terrane,Dernburg Formation,HFG7,-27.99305556,16.72805556,Amphibolite,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,5.98,25.52,,0.14154,0.51269,,0.51211,5.47,4,119,,0.70391,,0.70304,,,,,,,,,,,,,,,,,,,,
Will et al. 2014,Marmora Terrane,Dernburg Formation,HFG10,-27.97888889,15.71388889,Metabasalt,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,9.89,43.11,,0.13857,0.5126,,0.51203,3.95,,192,,0.70367,,,,,,,,,,,,,,,,,,,,,,
Will et al. 2014,Marmora Terrane,Dernburg Formation,HFG12,-27.94805556,15.69916667,Metabasalt,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,8.06,33.14,,0.14691,0.51261,,0.512,3.47,29,178,,0.70945,,0.70521,,,,,,,,,,,,,,,,,,,,
Will et al. 2014,Marmora Terrane,Dernburg Formation,HFG41,-27.52111111,15.44305556,Metabasalt,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,5.02,24.3,,0.12478,0.51258,,0.51207,4.73,,37,,0.70742,,,,,,,,,,,,,,,,,,,,,,
Will et al. 2014,Marmora Terrane,Dernburg Formation,HFG46,-27.47694444,15.42305556,Metabasalt,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,6.55,30.1,,0.13144,0.5126,,0.51205,4.42,2,123,,0.70417,,0.70375,,,,,,,,,,,,,,,,,,,,
Will et al. 2014,Marmora Terrane,Dernburg Formation,HFG230,-27.51,15.67888889,Metabasalt,WR,OIB,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,4.65,19.4,,0.14478,0.51261,,0.51201,3.56,7.54,690,,0.70362,,0.70334,1.3,1.3,0.43,,,,21.2859,15.7971,41.3931,18.8396,15.6504,39.0959,,,,,,,,
Will et al. 2014,Paso del Dragon,La Tuna Amphibolite,U12-17,-32.54805556,-53.81027778,Amphibolite,,SSZ,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,2.07,5.39,,0.23178,0.51321,,0.51226,8.44,4,223,,0.70398,,0.70351,0.71,0.1,0.05,,,,18.0029,15.5508,37.8251,17.5244,15.5221,37.5149,,,,,,,,
Will et al. 2014,Paso del Dragon,La Tuna Amphibolite,U12-18,-32.54805556,-53.81027778,Amphibolite,,SSZ,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,2.11,5.41,,0.23595,0.51322,,0.51225,8.24,4.65,131,,0.70439,,0.70347,0.55,0.11,0.04,,,,18.0293,15.5461,37.8517,17.5165,15.5153,37.4032,,,,,,,,
Will et al. 2014,Paso del Dragon,La Tuna Amphibolite,U12-19,-32.54805556,-53.81027778,Amphibolite,,SSZ,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,2.79,7.67,,0.21941,0.51319,,0.51228,8.86,1.75,213,,0.7037,,0.70349,1.03,0.12,0.03,,,,17.6423,15.5006,37.4486,17.4333,15.4881,37.1866,,,,,,,,
Will et al. 2014,Paso del Dragon,La Tuna Amphibolite,U12-20,-32.54805556,-53.81027778,Amphibolite,,SSZ,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,3.31,9.46,,0.21142,0.51316,,0.51228,8.91,3.38,148,,0.70411,,0.70351,0.92,0.13,0.04,,,,17.7559,15.5188,37.5816,17.4594,15.501,37.263,,,,,,,,
Will et al. 2014,Paso del Dragon,La Tuna Amphibolite,U12-21,-32.54805556,-53.81027778,Amphibolite,,SSZ,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,1.85,4.93,,0.22668,0.51324,,0.51231,9.38,4.78,168,,0.70424,,0.7035,0.5,0.11,0.05,,,,18.0222,15.5455,37.8352,17.305,15.5025,37.3247,,,,,,,,
Will et al. 2014,Paso del Dragon,La Tuna Amphibolite,U12-28,-32.54583333,-53.81305556,Amphibolite,,SSZ,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,2.3,6.2,,0.22398,0.51323,,0.5123,9.33,1.58,44,,0.70463,,0.70371,0.45,0.08,0.04,,,,17.7317,15.4349,37.3417,17.0787,15.3957,36.9259,,,,,,,,
Will et al. 2014,Paso del Dragon,La Tuna Amphibolite,U12-29,-32.54583333,-53.81305556,Amphibolite,,SSZ,630,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,2.58,6.83,,0.22827,0.51319,,0.51225,8.34,5.45,73,,0.70783,,0.70589,0.41,0.09,0.04,,,,17.9901,15.4819,37.5299,17.2219,15.4358,37.0194,,,,,,,,
Queiroga 2010,Ribeirao da Folha,Ribeirao da Folha,T123,,,Amphibolite,,MOR,640,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.1885,0.512828,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,
Queiroga 2010,Ribeirao da Folha,Ribeirao da Folha,T121A,,,Amphibolite,,MOR,640,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.2661,0.513213,,,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,
Queiroga 2010,Ribeirao da Folha,Ribeirao da Folha,T119,,,Amphibolite,,MOR,640,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.1332,0.512525,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,
Queiroga 2010,Ribeirao da Folha,Ribeirao da Folha,T120,,,Amphibolite,,MOR,640,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.1938,0.512797,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,
Queiroga 2010,Ribeirao da Folha,Ribeirao da Folha,T114C,,,Amphibolite,,MOR,640,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.1292,0.512461,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramos et al. 2018,Arroio Grande,Arroio Grande Ophiolite,PF74C,,,Metagabbro,,SSZ,640,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.1267,0.51236,,0.51183,0.35,,,,0.70733,,0.70585,,,,,,,,,,,,,,,,,,,,
Ramos et al. 2018,Arroio Grande,Arroio Grande Ophiolite,PF41D,,,Metagabbro,,SSZ,640,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.10991,0.51224,,0.51178,0.68,,,,0.70995,,0.70683,,,,,,,,,,,,,,,,,,,,
Ramos et al. 2018,Arroio Grande,Arroio Grande Ophiolite,PU2B,,,Amphibolite,,SSZ,640,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.17253,0.51297,,0.51224,8.5,,,,0.70409,,0.70355,,,,,,,,,,,,,,,,,,,,
Ramos et al. 2018,Arroio Grande,Arroio Grande Ophiolite,PU2H,,,Amphibolite,,SSZ,640,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.16948,0.51295,,0.51224,8.38,,,,0.70405,,0.70259,,,,,,,,,,,,,,,,,,,,
Piauilino et al. 2021,Brasilia,Araxa Group,PR-01a,,,Amphibolite,,OIB,650,Gondwanides,Goias-Pharusian,West Gondwana,Pre-Gondwana,6.835,26.903,,0.1536,0.512586,3,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,DMLH-16,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,12.05,42.1,,0.173,0.512728(9),9,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,DDLH-24,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,7.03,26.51,,0.1604,0.512711(7),7,,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,DDLH-19,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,8.46,28.7,,0.1782,0.512698(9),9,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,CRN-141da,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,5.59,21.34,,0.1582,0.512684(10),10,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,CRN-272Aa,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,4.1,15.27,,0.1622,0.512684(27),27,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,DDLH-5B,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,8.2,32.48,,0.1525,0.512676(10),10,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,DDLH-27,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,5.28,19.22,,0.1661,0.512669(17),17,,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,DDLH-22,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,7.81,29.16,,0.1619,0.512665(5),5,,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,DDLH-2,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,5.18,19.5,,0.1605,0.512643(4),4,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,DDLH-11B,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,8.16,29.65,,0.1663,0.512640(8),8,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,CRN-273Ba,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,5.12,20.18,,0.1535,0.512550(26),26,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,DDLH-9C,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,6.75,26.78,,0.1525,0.512445(9),9,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,
Passos et al. (2021),Caninde,Novo Gosto,DDLH-17A,,,Amphibolite,WR,SSZ,740,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,11.43,59.83,,0.1155,0.512274(8),8,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas et al. 2002,Sirwa,Khzama,GM122,,,Metabasalt,WR,MOR,743,Pan-African,Trans-Sahara,Trans-Saharan,Pre-Gondwana,2.853,13.86,,0.1245,0.512493,23,0.511887,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas et al. 2002,Sirwa,Khzama,GM168,,,Metabasalt,WR,MOR,743,Pan-African,Trans-Sahara,Trans-Saharan,Pre-Gondwana,3.51,11.41,,0.186,0.512821,22,0.511915,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,
Basta et al. 2011,Wadi Ghadir,,BE6A,,,Pillow basalt,WR,SSZ,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,6.17,22.8,,0.1632,0.512812,0.000026,0.51201,6.5,3.9,303,0.037244,0.703122,0.000013,0.702723,,,,,,,,,,,,,,,,,,,,
Basta et al. 2011,Wadi Ghadir,,BE6B,,,Pillow basalt,WR,SSZ,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,6.33,21.9,,0.1749,0.512835,0.000013,0.511975,5.8,5.2,393,0.038283,0.702979,0.00001,0.702569,,,,,,,,,,,,,,,,,,,,
Basta et al. 2011,Wadi Ghadir,,BE6C,,,Pillow basalt,WR,SSZ,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,6.26,20.7,,0.183,0.512805,0.000043,0.511905,4.5,6.4,250,0.074075,0.703322,0.000033,0.702529,,,,,,,,,,,,,,,,,,,,
Basta et al. 2011,Wadi Ghadir,,BE20,,,Pillow basalt,WR,SSZ,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,5.22,19.7,,0.1603,0.512857,0.00002,0.512069,7.7,2.3,291,0.02287,0.703135,0.000009,0.70289,,,,,,,,,,,,,,,,,,,,
Basta et al. 2011,Wadi Ghadir,,BE23,,,Pillow basalt,WR,SSZ,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,5.47,19.7,,0.1677,0.512842,0.000009,0.512017,6.7,4.8,290,0.047894,0.703956,0.00001,0.703443,,,,,,,,,,,,,,,,,,,,
Basta et al. 2011,Wadi Ghadir,,BE24,,,Pillow basalt,WR,SSZ,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,5.72,19.8,,0.1744,0.512845,0.000018,0.511987,6.1,2.1,308,0.019729,0.702921,0.000012,0.70271,,,,,,,,,,,,,,,,,,,,
Basta et al. 2011,Wadi Ghadir,,BE4C,,,Dolerite,WR,SSZ,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.17,6.2,,0.2108,0.513018,0.000032,0.511981,6,9.4,256,0.106249,0.703425,0.000013,0.702287,,,,,,,,,,,,,,,,,,,,
Basta et al. 2011,Wadi Ghadir,,BE7,,,Dolerite,WR,SSZ,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,8.36,25.4,,0.1992,0.512955,0.000011,0.511976,5.9,7.5,299,0.072582,0.703196,0.000016,0.702419,,,,,,,,,,,,,,,,,,,,
Basta et al. 2011,Wadi Ghadir,,BE8,,,Dolerite,WR,SSZ,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,5.85,22.2,,0.1595,0.512856,0.00001,0.512072,7.7,28,280,0.289359,0.70414,0.000007,0.701042,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Harga Zarga,GG9,,,Pillow basalt,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.97,9.64,,0.1863,0.512923,,,6.6,,,,,,0.702676,,,,,,,18.793,15.534,38.053,17.312,15.439,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Harga Zarga,GG 10,,,Pillow basalt,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.84,5.5,,0.2028,0.51303,,,7.1,,,,,,0.702763,,,,,,,18.092,15.498,37.645,17.228,15.443,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Harga Zarga,GG 69,,,Pillow basalt,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.32,7.07,,0.1986,0.513043,,,7.7,,,,,,0.703,,,,,,,18.123,15.469,37.709,17.259,15.414,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Harga Zarga,GG 70,,,Pillow basalt,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.15,5.83,,0.2234,0.513198,,,8.4,,,,,,0.703212,,,,,,,18.305,15.478,37.395,17.071,15.399,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Harga Zarga,GG71,,,Sheeted dyke,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,3.86,12.37,,0.1888,0.512996,,,7.8,,,,,,0.70237,,,,,,,17.511,15.445,37.083,17.11,15.419,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Harga Zarga,GG 72,,,Sheeted dyke,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,4.19,14.22,,0.1782,0.512957,,,8,,,,,,0.702595,,,,,,,17.615,15.451,37.194,17.123,15.419,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Harga Zarga,GG 73,,,Pillow basalt,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.25,6.25,,0.218,0.513118,,,7.3,,,,,,0.702532,,,,,,,18.279,15.477,37.818,17.045,15.398,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Harga Zarga,GG 94,,,Pillow basalt,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.08,5.83,,0.2162,0.513114,,,7.4,,,,,,0.702739,,,,,,,18.368,15.503,37.897,17.134,15.424,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Harga Zarga,GG 183,,,Pillow basalt,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.31,5.93,,0.2359,0.513243,,,8.1,,,,,,0.702919,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Harga Zarga,GG 184,,,Pillow basalt,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,4.36,10.5,,0.251,0.513277,,,7.3,,,,,,0.703165,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Heiani,GG 95,,,Sheeted dyke,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.87,4.5,,0.2511,0.513354,,,8.8,,,,,,0.702103,,,,,,,17.64,15.42,37.01,17.147,15.388,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Heiani,GG 172,,,Sheeted dyke,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.88,7.17,,0.2424,0.513386,,,8.7,,,,,,0.702335,,,,,,,17.569,15.434,37.024,17.075,15.403,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Heiani,GG 177,,,Sheeted dyke,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,3.97,10.28,,0.2334,0.513194,,,7.3,,,,,,0.702604,,,,,,,17.698,15.445,37.195,17.204,15.414,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Heiani,GG 178,,,Pillow basalt,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.83,4.18,,0.2652,0.513378,,,7.9,,,,,,0.703091,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Heiani,GG 180,,,Pillow basalt,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.63,3.75,,0.2635,0.51333,,,7.1,,,,,,0.702739,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Heiani,GG 281,,,Sheeted dyke,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.96,7.78,,0.2364,0.513138,,,6.5,,,,,,0.702327,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Heiani,GG 282,,,Pillow basalt,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.85,4.43,,0.2528,0.513312,,,7.8,,,,,,0.703234,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 257,,,Amphibolite,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,7.16,7.78,,0.1632,0.512816,,,6.7,,,,,,0.702516,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 35,,,Ultramafic,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.042,0.075,,0.3367,0.513559,,,4.5,,,,,,0.702782,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 36,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.054,0.105,,0.3082,0.51355,,,7.1,,,,,,0.702482,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 77,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.9,2.8,,0.1949,0.512983,,,6.9,,,,,,0.702645,,,,,,,17.601,15.551,37.506,17.379,15.537,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 79,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.17,3.6,,0.1941,0.512956,,,6.5,,,,,,0.702921,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 80,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.2,1.14,,0.1061,0.512565,,,7.3,,,,,,0.702932,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 81,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.85,3.75,,0.1375,0.51273,,,7.5,,,,,,0.702569,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 82,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.32,4.13,,0.1933,0.51296,,,6.6,,,,,,0.702505,,,,,,,17.633,15.508,37.407,17.411,15.494,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 83,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.91,2.14,,0.2575,0.513294,,,7,,,,,,0.702617,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 87,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.19,1.04,,0.1102,0.512586,,,7.3,,,,,,0.702623,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 88,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.18,0.98,,0.113,0.512629,,,7.9,,,,,,0.702474,,,,,,,17.444,15.504,37.243,17.411,15.494,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 90,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.15,3.44,,0.2016,0.512987,,,6.4,,,,,,0.702571,,,,,,,17.464,15.493,37.229,17.242,15.479,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG91,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.85,2.62,,0.1959,0.512959,,,6.4,,,,,,0.702492,,,,,,,17.474,15.507,37.273,17.252,15.493,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 93,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.17,0.85,0.1219,0.512675,,,,7.9,,,,,,0.702627,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 263,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.4,11.07,0.1308,0.512646,,,,6.5,,,,,,0.702549,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 268,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.89,2.87,0.1874,0.512965,,,,7.3,,,,,,0.702513,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 283,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,3.12,8.9,0.2121,0.513063,,,,6.8,,,,,,0.702577,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 258,,,Gabbro,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.82,5.52,0.1989,0.513002,,,,6.9,,,,,,0.702408,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 258,,,Pyroxene,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,5.18,12.59,0.2488,0.513243,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimmer et al. 1995,Gabal Gerf,Gabal Gerf,GG 258,,,Plagioclase,,MOR,750,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.17,0.77,0.1303,0.512633,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
